__id__,sensor,timestamp,userType,username,x,y,z
"haZxnK1NoFSqoppadU1u","Linear Acceleration","1721125669403","0..7","alouljjvb","-0.008853018283843994","-0.059076786041259766","0.06660223007202148"
"jnYFLqocoQhM8qLgwE8D","Linear Acceleration","1721125669401","0..7","alouljjvb","-0.05054962635040283","-0.007526874542236328","0.020826339721679688"
"kk1ajJUjMMHDfj4GQeco","Rotation Vector","1721125669411","0..7","alouljjvb","0.12644517421722412","-0.2867279350757599","-0.9097400307655334"
"ln7Lpt2dXE2mJ8Od1f5V","Rotation Vector","1721125669408","0..7","alouljjvb","0.119362473487854","-0.2884855568408966","-0.91138756275177"
"ntnOU4aoHpuxNYUKvmAl","Rotation Vector","1721125669410","0..7","alouljjvb","0.1269737333059311","-0.28558576107025146","-0.9100698828697205"
"rw9OztmcWGj3ArvsOR4i","Rotation Vector","1721125669409","0..7","alouljjvb","0.12397760897874832","-0.2865855097770691","-0.911173403263092"
"vvIBI4qCgOicbD9C5lzR","Rotation Vector","1721125669406","0..7","alouljjvb","0.10193958133459091","-0.30279144644737244","-0.9121199250221252"
"wUKlL5HGCfey4O4dG6In","Gyroscope","1721125669414","0..7","alouljjvb","0.03565821051597595","0.00038177953683771193","0.0022906772792339325"
"zh2gCRW9dCKdw3qaYZNB","Linear Acceleration","1721125669401","0..7","alouljjvb","0.05583694577217102","0.05732583999633789","-0.12012338638305664"
"zvAwdBCaftjIMxAC267C","Linear Acceleration","1721125669359","0..7","alouljjvb","0","0","0"
